E. Witten,0.011366745753046751
C. Vafa,0.009316984431722642
N. Seiberg,0.009258767362300415
J. Maldacena,0.005502697725054945
M. Douglas,0.004979277953034753
L. Susskind,0.004825140908653366
I. Klebanov,0.004789283379810262
P. Townsend,0.004448001442627332
J. Polchinski,0.004425684460613049
A. Strominger,0.004281490849831636
S. Gubser,0.0038127744228638174
A. Sen,0.003263717449061229
C. Hull,0.0032486927343509803
S. Ferrara,0.003065457072057794
M. Duff,0.0030346574158658904
A. Tseytlin,0.003006130703662831
R. Kallosh,0.0029599665357968176
H. Ooguri,0.0026712833373786333
T. Banks,0.002633004147890431
G. Moore,0.002627013116655464
D. Morrison,0.002619329219625066
C. Pope,0.002429145134121203
G. Gibbons,0.002394358776584445
H. Lu,0.00235998825701906
M. Cvetic,0.002237529863986269
B. Zwiebach,0.0022150505617335495
K. Intriligator,0.002097988404028047
S. Kachru,0.0020295770713824606
G. Horowitz,0.0019918053418388412
E. Bergshoeff,0.001965581359144548
O. Aharony,0.00190987511577993
M. Green,0.0018840849212008119
D. Kutasov,0.001875223537960046
A. Alex,0.0018148872854160923
Y. Oz,0.0017885472382098578
A. Polyakov,0.0017874000717673611
M. Bershadsky,0.0016474073261948069
A. Giveon,0.0016473252643446322
J. Schwarz,0.0016122082709862677
W. Fischler,0.001589886382050087
M. Porrati,0.0015689693724850993
S. Shenker,0.0015678785068312653
P. Horava,0.0015619406565949465
J. Harvey,0.0015570020613963028
A. Hanany,0.0015555682949438226
W. Taylor,0.0015483418638537916
missing_authors_Paper_ID_9503124,0.0014746454238932592
J. Gauntlett,0.0014651544163748972
R. Myers,0.0014541232349966193
missing_authors_Paper_ID_9802150,0.0014512328198646183
B. Ovrut,0.0014299985056439389
I. Antoniadis,0.0014202724191964557
D. Gross,0.0014137432789957068
A. Klemm,0.0014000186675164534
M. Berkooz,0.0013943891736636885
T. Ortin,0.0013726637983947152
A. Schwarz,0.0013552411205682608
R. Khuri,0.0013501712130898314
E. Silverstein,0.0013432939146295368
D. Freedman,0.0013403547685489259
C. Johnson,0.0013384347049148154
N. Nekrasov,0.0013135995398858992
missing_authors_Paper_ID_9510017,0.0012898956349925697
N. Warner,0.0012855173261512654
A. Connes,0.0012538108665286385
B. Greene,0.0012442117372392528
a. all,0.0011629892588179535
L. R,0.0011629892588179535
P. Kraus,0.0011620838303371623
J. Sonnenschein,0.0011591104957094762
R. DAuria,0.0011540465259922584
A. Zaffaroni,0.0011534241334166463
P. Argyres,0.0011413793636027077
N. Berkovits,0.0011370858728796947
S. Katz,0.0011297718911551
J. Gomis,0.0011252174342161554
E. Sezgin,0.0011175901622260723
A. Sagnotti,0.0011146902998234087
C. Callan,0.001114628067514925
P. Howe,0.0011145979646969553
E. Martinec,0.0011077382016585122
J. Russo,0.0011073469222009002
S. Theisen,0.0010987305972550538
D. Waldram,0.0010925525277113279
S. Rey,0.0010771046720287453
V. Sadov,0.0010682432796970205
K. Becker,0.0010666514015575603
P. Aspinwall,0.0010648641705899506
G. Papadopoulos,0.0010637510792159978
M. Henneaux,0.0010577899138485706
M. Becker,0.001056656046822289
A. Linde,0.0010541900429463095
S. Sethi,0.0010488848007785456
S. Mathur,0.001048730582753201
K. Skenderis,0.001033818435396111
J. Boer,0.0010264932962243312
S. Minwalla,0.00102233947864762
R. Leigh,0.0010073722372676993
A. Proeyen,0.0009930886168950503
R. Minasian,0.0009878858567721578
V. Balasubramanian,0.0009817335833885265
L. Thorlacius,0.0009815924480585188
P. West,0.0009658479363015241
K. Sfetsos,0.0009605217295558354
K. Stelle,0.0009574693144750735
W. Lerche,0.0009475755113549924
P. Pouliot,0.0009466184287809685
E. Rabinovici,0.0009431826311765772
M. Plesser,0.0009422622824005456
H. Kawai,0.0009339919522233413
R. Gopakumar,0.0009245533096803519
